country_or_area,year,Biogases - Final energy consumption,Direct use of geothermal heat - Final energy consumption,Electricity - Gross demand,Electricity - Gross production,Electricity - total hydro production,Electricity - total nuclear production,Electricity - total solar production,Electricity - total wind production,Gas Oil/ Diesel Oil - Final energy consumption,Hard coal - final energy consumption,Heat - Final energy consumption,Liquified Petroleum Gas (LPG) - Final energy consumption,Motor Gasoline - Final energy consumption,Natural Gas (including LNG) - final energy consumption,Petroleum Coke - Final energy consumption,value
Czechia,1999,104.0,,56099.0,64694.0,2216.0,13357.0,,,2372.0,1476.0,123844.0,143.0,1924.0,284941.0,8.0,140428.949751359
Czechia,2000,82.0,,57248.0,73466.0,2313.0,13590.0,,,2547.0,1711.0,109848.0,181.0,1858.0,275184.0,15.0,149753.57653768
Czechia,2001,116.0,,58685.0,74647.0,2467.0,14749.0,,,2763.0,1936.0,116955.0,201.0,1901.0,300052.0,13.0,149273.387344918
Czechia,2002,96.0,,58527.0,76348.0,2845.0,18738.0,,2.0,2885.0,1525.0,110601.0,175.0,1926.0,288028.0,18.0,145622.965867921
Czechia,2003,884.0,,59894.0,83227.0,1794.0,25872.0,,4.0,3117.0,845.0,111074.0,173.0,2100.0,293964.0,8.0,148967.238483566
Czechia,2004,969.0,,61472.0,84333.0,2562.0,26325.0,,10.0,3358.0,1328.0,109461.0,174.0,2092.0,288912.0,6.0,149733.015180822
Czechia,2005,867.0,,62691.0,82578.0,3027.0,24728.0,,21.0,3779.0,1429.0,103742.0,156.0,2055.0,287698.0,5.0,147600.476572277
Czechia,2006,1021.0,,64307.0,84361.0,3257.0,26046.0,1.0,49.0,3928.0,1406.0,96862.0,134.0,2012.0,285981.0,4.0,149389.776089742
Czechia,2007,1081.0,,64661.0,88198.0,2523.0,26172.0,2.0,125.0,4110.0,1345.0,95186.0,114.0,2098.0,273380.0,3.0,150213.502592063
Czechia,2008,1249.0,,65132.0,83518.0,2376.0,26551.0,13.0,245.0,4203.0,1229.0,93315.0,109.0,2070.0,271954.0,,145567.080699127
Czechia,2009,1566.0,,61592.0,82250.0,2982.0,27208.0,89.0,288.0,4135.0,1055.0,86728.0,95.0,2041.0,253026.0,,137086.77903594
Czechia,2010,2284.0,,63713.0,85910.0,3380.0,27998.0,616.0,335.0,4026.0,478.0,94171.0,90.0,1858.0,291235.0,,139148.951861755
Czechia,2011,2946.0,,63031.0,87561.0,2664.0,28283.0,2182.0,397.0,4123.0,588.0,87899.0,89.0,1791.0,262516.0,,137948.618700005
Czechia,2012,4146.0,,62978.0,87573.0,2860.0,30324.0,2149.0,416.0,4104.0,688.0,93219.0,106.0,1669.0,252201.0,,133778.906336159
Czechia,2013,5626.0,,62746.0,87065.0,3639.0,30745.0,2033.0,481.0,4137.0,622.0,91425.0,114.0,1570.0,258017.0,,129786.733647197
Denmark,1991,213.0,,32356.0,36545.0,25.0,,,740.0,4016.0,661.0,83691.0,88.0,1681.0,58574.0,143.0,82163.9325216713
Denmark,1992,132.0,,32571.0,30738.0,28.0,,,915.0,3754.0,590.0,83710.0,81.0,1765.0,60548.0,142.0,76260.9911320547
Denmark,1993,114.0,,33144.0,33974.0,28.0,,,1034.0,3876.0,623.0,88875.0,82.0,1811.0,68643.0,146.0,78138.1930583691
Denmark,1994,116.0,,33408.0,40578.0,33.0,,,1137.0,3743.0,594.0,89204.0,82.0,1874.0,70198.0,125.0,82064.6645053473
Denmark,1995,265.0,,33900.0,36758.0,30.0,,,1177.0,3809.0,557.0,93836.0,83.0,1893.0,77264.0,145.0,78984.8718855628
Denmark,1996,368.0,,35590.0,53582.0,19.0,,,1227.0,3913.0,525.0,103732.0,91.0,1913.0,83094.0,188.0,91956.1004876897
Denmark,1997,377.0,,34621.0,44315.0,19.0,,,1934.0,3775.0,525.0,97770.0,77.0,1962.0,80542.0,192.0,82264.6688681631
Denmark,1998,300.0,,34899.0,41113.0,27.0,,,2820.0,3675.0,481.0,100411.0,84.0,2001.0,80239.0,168.0,78033.5456150595
Denmark,1999,323.0,,34719.0,38920.0,31.0,,1.0,3029.0,3687.0,425.0,97322.0,79.0,1992.0,81308.0,216.0,75520.2701761614
Denmark,2000,405.0,,35092.0,36053.0,30.0,,1.0,4241.0,3548.0,417.0,94371.0,74.0,1964.0,76841.0,215.0,71007.9297239399
Denmark,2001,456.0,,35571.0,37729.0,28.0,,1.0,4306.0,3651.0,371.0,101915.0,71.0,1937.0,81888.0,248.0,72757.1164028408
Denmark,2002,572.0,,35249.0,39287.0,32.0,,1.0,4877.0,3590.0,308.0,100714.0,68.0,1944.0,76639.0,247.0,72260.1099393143
Denmark,2003,584.0,,35192.0,46186.0,21.0,,2.0,5561.0,3706.0,331.0,103554.0,69.0,1949.0,80393.0,253.0,77212.6403786028
Denmark,2004,746.0,,35508.0,40436.0,27.0,,2.0,6583.0,3770.0,374.0,103053.0,69.0,1925.0,78544.0,267.0,71072.6799034672
Denmark,2005,708.0,,35763.0,36246.0,23.0,,2.0,6614.0,3830.0,368.0,101431.0,71.0,1868.0,78834.0,258.0,66594.6809530195
Denmark,2006,1007.0,,36228.0,45611.0,23.0,,2.0,6108.0,3865.0,387.0,100737.0,71.0,1840.0,78986.0,269.0,74321.3576577687
Denmark,2007,810.0,,36382.0,39316.0,28.0,,2.0,7171.0,3965.0,376.0,98196.0,63.0,1826.0,75738.0,291.0,69661.1796452394
Denmark,2008,901.0,,36290.0,36616.0,26.0,,3.0,6928.0,3968.0,312.0,100349.0,58.0,1738.0,75677.0,220.0,65963.7633642098
Denmark,2009,691.0,,34775.0,36383.0,19.0,,4.0,6721.0,3762.0,177.0,102618.0,50.0,1653.0,73106.0,185.0,63066.657814688
Denmark,2010,744.0,,35696.0,38862.0,21.0,,6.0,7809.0,3848.0,206.0,118905.0,54.0,1573.0,80665.0,163.0,63499.8366628903
Denmark,2011,649.0,,34797.0,35229.0,17.0,,15.0,9774.0,3733.0,220.0,104912.0,51.0,1571.0,73420.0,207.0,58244.3622922872
Denmark,2012,635.0,,34223.0,30701.0,17.0,,104.0,10270.0,3518.0,173.0,107712.0,52.0,1343.0,72932.0,214.0,53408.4070224009
Denmark,2013,811.0,,34083.0,34760.0,13.0,,518.0,11123.0,3466.0,192.0,106817.0,48.0,1298.0,72784.0,193.0,55435.0429033332
Estonia,1992,,,7199.0,11831.0,1.0,,,,360.0,113.0,58918.0,13.0,228.0,10015.0,,26876.4806469349
Estonia,1993,,,6239.0,8973.0,1.0,,,,386.0,33.0,45000.0,8.0,235.0,7417.0,,21001.9712440401
Estonia,1994,,,6815.0,9152.0,3.0,,,,354.0,9.0,41981.0,11.0,287.0,7255.0,,21713.1632575004
Estonia,1995,,,6847.0,8693.0,2.0,,,,323.0,54.0,24830.0,9.0,247.0,8367.0,,19934.7905834531
Estonia,1996,,,7127.0,9103.0,2.0,,,,358.0,88.0,26182.0,8.0,280.0,8830.0,,20631.7526567215
Estonia,1997,,,7091.0,9218.0,3.0,,,,354.0,71.0,27004.0,8.0,305.0,8882.0,,20262.1584010382
Estonia,1998,,,7148.0,8521.0,4.0,,,,384.0,57.0,23753.0,9.0,295.0,9482.0,,18705.8234879671
Estonia,1999,,,6756.0,8268.0,4.0,,,,336.0,59.0,23402.0,8.0,280.0,7635.0,,17358.5004723794
Estonia,2000,,,6662.0,8513.0,5.0,,,,347.0,77.0,21414.0,7.0,282.0,8231.0,,17061.8525770349
Estonia,2001,,,6968.0,8483.0,7.0,,,,439.0,104.0,21016.0,9.0,336.0,10003.0,,17473.0230485506
Estonia,2002,,,6944.0,8527.0,6.0,,,1.0,502.0,54.0,21526.0,5.0,309.0,8453.0,,16930.0907302884
Estonia,2003,,,7205.0,10159.0,13.0,,,6.0,529.0,39.0,20501.0,6.0,306.0,12870.0,,18782.3647025788
Estonia,2004,,,7438.0,10304.0,22.0,,,8.0,518.0,54.0,21838.0,7.0,287.0,12305.0,,19055.487479688
Estonia,2005,22.0,,7506.0,10205.0,22.0,,,54.0,558.0,52.0,22919.0,6.0,290.0,12247.0,,18297.6746871499
Estonia,2006,28.0,,7979.0,9732.0,14.0,,,76.0,577.0,66.0,22554.0,7.0,308.0,12723.0,,17686.4656016219
Estonia,2007,49.0,,8534.0,12190.0,21.0,,,91.0,613.0,127.0,21782.0,7.0,323.0,12732.0,,20816.9352876355
Estonia,2008,37.0,,8557.0,10581.0,28.0,,,133.0,585.0,127.0,21315.0,8.0,320.0,10835.0,,19374.623993778
Estonia,2009,38.0,,7966.0,8779.0,32.0,,,195.0,527.0,85.0,20685.0,7.0,294.0,8562.0,,16181.965393366
Estonia,2010,40.0,,8478.0,12964.0,27.0,,,277.0,581.0,58.0,22254.0,8.0,275.0,9633.0,,19911.6818808835
Estonia,2011,44.0,,8105.0,12893.0,30.0,,,368.0,630.0,69.0,19878.0,7.0,261.0,9467.0,,20485.0360389207
Estonia,2012,30.0,,8287.0,11967.0,42.0,,,434.0,654.0,63.0,20540.0,10.0,252.0,10148.0,,19423.3253615838
Estonia,2013,90.0,,8235.0,13275.0,26.0,,,529.0,646.0,56.0,19512.0,9.0,235.0,11632.0,,21676.70632569
Finland,1991,,,62388.0,57986.0,13197.0,19511.0,1.0,,3945.0,988.0,84564.0,50.0,1984.0,48179.0,70.0,69069.9524625108
Finland,1992,,,63351.0,57725.0,15107.0,19260.0,1.0,2.0,3883.0,856.0,84852.0,48.0,1993.0,50152.0,8.0,67657.2551627947
Finland,1993,,,65592.0,61079.0,13476.0,19928.0,1.0,4.0,3729.0,824.0,88204.0,49.0,1876.0,48290.0,13.0,69898.9316762607
Finland,1994,,,68716.0,65631.0,11787.0,19427.0,1.0,7.0,3871.0,965.0,91188.0,59.0,1918.0,54230.0,111.0,75401.5416216613
Finland,1995,,,68947.0,64035.0,12925.0,19216.0,1.0,11.0,3797.0,790.0,89028.0,60.0,1897.0,46617.0,48.0,71848.4217814197
Finland,1996,494.0,,69961.0,69373.0,11860.0,19476.0,1.0,11.0,3847.0,384.0,115145.0,62.0,1834.0,46588.0,33.0,77635.8988543123
Finland,1997,345.0,,73740.0,69176.0,12242.0,20894.0,1.0,17.0,3869.0,322.0,113019.0,90.0,1881.0,44408.0,40.0,76216.9343799597
Finland,1998,340.0,,76570.0,70167.0,15051.0,21853.0,1.0,23.0,3935.0,416.0,106080.0,101.0,1858.0,57279.0,40.0,72547.8010697551
Finland,1999,596.0,,77758.0,69457.0,12780.0,22974.0,1.0,49.0,3981.0,407.0,115086.0,93.0,1849.0,54852.0,41.0,71916.2671877857
Finland,2000,561.0,,79089.0,69968.0,14660.0,22479.0,2.0,78.0,4056.0,366.0,139627.0,202.0,1788.0,42339.0,24.0,70009.504589963
Finland,2001,442.0,,81131.0,74483.0,13205.0,22773.0,2.0,70.0,4116.0,335.0,148950.0,195.0,1812.0,44099.0,10.0,75324.0562236299
Finland,2002,556.0,,83482.0,74945.0,10776.0,22295.0,2.0,64.0,4133.0,302.0,167172.0,198.0,1844.0,41315.0,28.0,77740.9602079674
Finland,2003,636.0,,85205.0,84312.0,9591.0,22731.0,2.0,93.0,4239.0,271.0,175237.0,216.0,1855.0,39989.0,28.0,85219.2986612438
Finland,2004,735.0,,87020.0,85831.0,15070.0,22716.0,2.0,120.0,4213.0,282.0,172922.0,227.0,1887.0,40255.0,37.0,81433.9721913076
Finland,2005,684.0,,84826.0,70572.0,13784.0,23271.0,3.0,170.0,4073.0,277.0,166264.0,236.0,1879.0,38174.0,38.0,69548.8578469739
Finland,2006,658.0,,90002.0,82301.0,11494.0,22906.0,3.0,156.0,4053.0,200.0,178225.0,259.0,1865.0,41058.0,44.0,80739.0685181776
Finland,2007,704.0,,90332.0,81247.0,14177.0,23423.0,4.0,188.0,4059.0,199.0,173613.0,233.0,1864.0,41820.0,47.0,79212.739202928
Finland,2008,688.0,,87147.0,77435.0,17112.0,22958.0,4.0,261.0,4037.0,211.0,173597.0,248.0,1761.0,38538.0,40.0,71324.5754374347
Finland,2009,650.0,,81178.0,72062.0,12686.0,23526.0,4.0,277.0,3833.0,144.0,172644.0,212.0,1718.0,33012.0,31.0,67670.2911623919
Finland,2010,587.0,,87552.0,80679.0,12922.0,22800.0,10.0,294.0,4199.0,178.0,189861.0,282.0,1682.0,36837.0,31.0,75930.9702322258
Finland,2011,739.0,,84101.0,73506.0,12445.0,23187.0,10.0,481.0,4076.0,157.0,168985.0,277.0,1628.0,34904.0,51.0,68033.9654261421
Finland,2012,1114.0,,84937.0,70416.0,16859.0,22987.0,11.0,494.0,4115.0,126.0,179062.0,273.0,1580.0,32594.0,50.0,62403.7480573425
Finland,2013,845.0,,83879.0,71263.0,12838.0,23606.0,12.0,774.0,4029.0,114.0,170714.0,252.0,1569.0,32770.0,55.0,63276.8885138436
France,1991,2321.0,4624.0,376586.0,455555.0,61545.0,331340.0,,,36765.0,6081.0,21981.0,3014.0,17932.0,1172011.0,930.0,577151.660719953
France,1992,2378.0,5249.0,384329.0,463639.0,72584.0,338445.0,,,37722.0,5721.0,21915.0,2920.0,17642.0,1182985.0,1038.0,565981.292931607
France,1993,2574.0,5101.0,386068.0,472707.0,67948.0,368188.0,,2.0,38847.0,4435.0,21807.0,2820.0,17097.0,1188016.0,691.0,543333.149958896
France,1994,2615.0,5251.0,389235.0,476868.0,81069.0,359981.0,1.0,5.0,37790.0,4094.0,21907.0,2813.0,16516.0,1178011.0,1039.0,542394.753754973
France,1995,2633.0,5523.0,398529.0,494274.0,76192.0,377231.0,1.0,5.0,39406.0,3898.0,23048.0,2545.0,15675.0,1203141.0,1046.0,550558.098519151
France,1996,2689.0,5401.0,416206.0,513398.0,70282.0,397340.0,1.0,7.0,40956.0,4223.0,24929.0,2886.0,15015.0,1335515.0,1242.0,565422.012593217
France,1997,2821.0,5318.0,411423.0,504770.0,67559.0,395483.0,2.0,11.0,40904.0,3936.0,23022.0,2835.0,14649.0,1316378.0,1001.0,558839.49049853
France,1998,2795.0,5275.0,424647.0,511276.0,66103.0,387990.0,2.0,19.0,43212.0,3649.0,23508.0,3160.0,14561.0,1351254.0,873.0,575083.630670721
France,1999,2911.0,5192.0,433032.0,525806.0,77083.0,394244.0,2.0,37.0,42909.0,3192.0,23775.0,3528.0,14465.0,1410755.0,1210.0,562048.359040888
France,2000,3414.0,5275.0,440025.0,539954.0,71133.0,415162.0,5.0,48.0,42797.0,3158.0,135470.0,3377.0,13789.0,1387483.0,1014.0,558215.972749139
France,2001,3435.0,5358.0,451738.0,549530.0,78511.0,421076.0,6.0,131.0,45731.0,2805.0,164185.0,3231.0,13398.0,1434792.0,1243.0,558213.520700282
France,2002,3705.0,5358.0,450307.0,559064.0,65831.0,436760.0,7.0,265.0,45251.0,2140.0,171009.0,2985.0,12932.0,1421464.0,982.0,552270.72601065
France,2003,3679.0,5400.0,468498.0,566839.0,64279.0,441070.0,8.0,388.0,46103.0,2362.0,165853.0,2823.0,12116.0,1496088.0,951.0,558762.915662396
France,2004,3682.0,5442.0,480092.0,574055.0,64899.0,448241.0,9.0,595.0,46780.0,2440.0,168200.0,2879.0,11527.0,1523904.0,1061.0,556057.006749307
France,2005,2029.0,911.0,483067.0,576064.0,56332.0,451529.0,13.0,962.0,46677.0,2912.0,174304.0,2723.0,10842.0,1523682.0,1123.0,559398.805733464
France,2006,2305.0,911.0,478387.0,574874.0,61742.0,450191.0,16.0,2182.0,46386.0,2870.0,163749.0,2564.0,10209.0,1477992.0,1282.0,547645.150476835
France,2007,2334.0,911.0,479474.0,569426.0,63260.0,439730.0,27.0,4070.0,45773.0,3247.0,160974.0,2452.0,9708.0,1404223.0,1119.0,538725.788205634
France,2008,2280.0,911.0,493679.0,573516.0,68368.0,439447.0,42.0,5694.0,46924.0,2928.0,160138.0,2462.0,8962.0,1462779.0,1026.0,531834.046777706
France,2009,2287.0,911.0,479251.0,535635.0,61969.0,409736.0,174.0,7912.0,46483.0,2191.0,124679.0,2316.0,8605.0,1391849.0,1117.0,511294.613817561
France,2010,2408.0,911.0,506802.0,569097.0,67525.0,428521.0,620.0,9945.0,46269.0,2671.0,147570.0,2407.0,7987.0,1472987.0,1009.0,519972.333135512
France,2011,2983.0,1280.0,473096.0,561448.0,49865.0,442383.0,2078.0,12051.0,45270.0,2584.0,133751.0,2137.0,7527.0,1220644.0,1262.0,492623.158183279
France,2012,3596.0,1280.0,489962.0,565704.0,63594.0,425406.0,4016.0,14914.0,45602.0,2067.0,104813.0,2096.0,7140.0,1393820.0,972.0,493928.804352035
France,2013,3892.0,1280.0,492946.0,572308.0,75867.0,423685.0,4735.0,16034.0,46068.0,2419.0,97903.0,2073.0,6923.0,1500010.0,766.0,492151.894024428
Germany,1991,5871.0,,494839.0,539634.0,18699.0,147229.0,1.0,215.0,57702.0,6580.0,377956.0,1816.0,31376.0,1875287.0,745.0,1203219.25595579
Germany,1992,3168.0,,488332.0,537470.0,21195.0,158804.0,4.0,291.0,58476.0,6325.0,355945.0,1769.0,31430.0,1912589.0,791.0,1152900.32820838
Germany,1993,3203.0,,483965.0,526276.0,21667.0,153276.0,3.0,674.0,60706.0,5128.0,354685.0,2000.0,31528.0,2035409.0,906.0,1143674.9023058
Germany,1994,3248.0,,487991.0,529160.0,23885.0,150703.0,7.0,1428.0,59379.0,5157.0,348800.0,2142.0,29801.0,2081478.0,731.0,1124257.53296309
Germany,1995,3290.0,,497852.0,537284.0,26250.0,153091.0,7.0,1712.0,59478.0,5161.0,366200.0,1984.0,30134.0,2242886.0,908.0,1120943.90480089
Germany,1996,3611.0,,505236.0,555372.0,26638.0,160016.0,12.0,2078.0,62864.0,5179.0,378073.0,2100.0,30276.0,2525496.0,786.0,1138767.65811376
Germany,1997,3599.0,,504779.0,551554.0,20900.0,170328.0,18.0,3034.0,61073.0,5529.0,344014.0,1990.0,30226.0,2410273.0,800.0,1104243.75369149
Germany,1998,4640.0,,511608.0,556393.0,21234.0,161644.0,35.0,4593.0,60406.0,3686.0,349164.0,1841.0,30281.0,2413142.0,802.0,1078643.50204424
Germany,1999,4833.0,,513919.0,556300.0,23402.0,170004.0,30.0,5528.0,57030.0,3302.0,343611.0,1664.0,30250.0,2426421.0,770.0,1045419.70899266
Germany,2000,4981.0,,535503.0,576543.0,25962.0,169606.0,60.0,9352.0,55434.0,2812.0,285985.0,1690.0,28806.0,2464691.0,789.0,1043294.43431627
Germany,2001,12620.0,,545796.0,586406.0,27253.0,171305.0,116.0,10456.0,58848.0,3007.0,290599.0,1748.0,27949.0,2508971.0,240.0,1058070.10262725
Germany,2002,17758.0,,552967.0,586694.0,27864.0,164842.0,188.0,15856.0,55383.0,3055.0,286252.0,1550.0,27195.0,2508119.0,277.0,1036942.43863737
Germany,2003,7213.0,1584.0,558430.0,608779.0,22897.0,165060.0,313.0,18713.0,54738.0,3170.0,428289.0,1525.0,25850.0,2475683.0,327.0,1033727.65586751
Germany,2004,8234.0,1609.0,566296.0,617469.0,26460.0,167065.0,557.0,25509.0,53152.0,2970.0,448684.0,1479.0,25037.0,2491380.0,338.0,1017294.02960564
Germany,2005,9956.0,1670.0,568656.0,622579.0,26417.0,163055.0,1282.0,27229.0,52407.0,2252.0,450136.0,1496.0,23431.0,2447605.0,347.0,991848.687081523
Germany,2006,11131.0,1739.0,572843.0,639492.0,26768.0,167269.0,2220.0,30710.0,54427.0,2376.0,449719.0,1551.0,22604.0,2490617.0,213.0,999043.900402691
Germany,2007,19246.0,1667.0,574749.0,640578.0,28084.0,140534.0,3075.0,39713.0,44955.0,3087.0,427171.0,1492.0,21292.0,2385539.0,206.0,971998.326214991
Germany,2008,18803.0,1667.0,572921.0,640406.0,26469.0,148495.0,4420.0,40574.0,52455.0,2755.0,436040.0,1701.0,20902.0,2446758.0,310.0,973942.17132529
Germany,2009,24735.0,1919.0,538669.0,595617.0,24682.0,134932.0,6584.0,38647.0,50462.0,2302.0,427612.0,1824.0,20178.0,2275339.0,258.0,906423.028725622
Germany,2010,34604.0,2164.0,571258.0,632983.0,27353.0,140556.0,11729.0,37793.0,51875.0,2646.0,471767.0,1887.0,19615.0,2511746.0,151.0,941038.691230732
Germany,2011,40944.0,2477.0,565359.0,613068.0,23511.0,107971.0,19599.0,48883.0,49692.0,3133.0,420182.0,1808.0,19601.0,2241826.0,120.0,921829.743532604
Germany,2012,43503.0,2682.0,564077.0,629812.0,27849.0,99460.0,26380.0,50670.0,51256.0,2657.0,429140.0,1743.0,18487.0,2339955.0,108.0,926338.361640261
Germany,2013,51386.0,2852.0,561805.0,638729.0,28782.0,97290.0,31010.0,51708.0,53709.0,2263.0,434820.0,1847.0,18423.0,2458347.0,146.0,945150.947996296
Greece,1991,19.0,122.0,33400.0,35815.0,3171.0,,,2.0,4619.0,1478.0,,286.0,2501.0,,96.0,104767.844628879
Greece,1992,28.0,123.0,34700.0,37411.0,2389.0,,,8.0,4469.0,1388.0,,321.0,2582.0,,117.0,106017.53859281
Greece,1993,30.0,130.0,35631.0,38396.0,2541.0,,,47.0,4497.0,1355.0,,328.0,2644.0,,171.0,105565.321078537
Greece,1994,32.0,173.0,37414.0,40624.0,2842.0,,,37.0,4551.0,1373.0,,344.0,2695.0,,198.0,108402.558432157
Greece,1995,30.0,115.0,38817.0,41552.0,3782.0,,,34.0,4739.0,1366.0,,387.0,2774.0,,215.0,110704.111282453
Greece,1996,27.0,115.0,40424.0,42567.0,4504.0,,,38.0,5355.0,1284.0,,421.0,2940.0,161.0,230.0,113843.045790288
Greece,1997,28.0,98.0,42146.0,43506.0,4096.0,,,36.0,5471.0,1210.0,1032.0,445.0,3035.0,1544.0,305.0,118682.453532314
Greece,1998,36.0,105.0,44152.0,46329.0,3866.0,,,70.0,5854.0,1261.0,1049.0,469.0,3156.0,6614.0,272.0,124288.89384458
Greece,1999,34.0,88.0,45619.0,49632.0,4829.0,,,162.0,5832.0,1027.0,1103.0,432.0,3215.0,9368.0,276.0,124462.644048816
Greece,2000,52.0,67.0,49255.0,53843.0,4111.0,,,451.0,5950.0,1115.0,1174.0,404.0,3280.0,11967.0,312.0,127570.605011918
Greece,2001,71.0,95.0,51333.0,53704.0,2725.0,,,756.0,6290.0,1226.0,1176.0,412.0,3385.0,14807.0,357.0,128248.682487832
Greece,2002,81.0,56.0,52558.0,54608.0,3463.0,,,651.0,6513.0,954.0,1153.0,378.0,3543.0,16176.0,430.0,128160.998223235
Greece,2003,166.0,48.0,55623.0,58471.0,5332.0,,,1021.0,7302.0,794.0,1930.0,385.0,3685.0,18005.0,430.0,131655.183439536
Greece,2004,171.0,400.0,56951.0,59346.0,5205.0,,1.0,1121.0,6634.0,776.0,1817.0,384.0,3763.0,21509.0,547.0,132286.023570031
Greece,2005,225.0,432.0,58679.0,60020.0,5610.0,,1.0,1266.0,7023.0,563.0,2049.0,357.0,3918.0,27270.0,564.0,135924.226108271
Greece,2006,251.0,474.0,59878.0,60789.0,6475.0,,1.0,1699.0,7142.0,463.0,2349.0,347.0,3959.0,32008.0,538.0,132065.256674574
Greece,2007,105.0,602.0,62321.0,63496.0,3376.0,,1.0,1818.0,6735.0,710.0,1737.0,329.0,4137.0,32926.0,858.0,134852.84227531
Greece,2008,29.0,712.0,63824.0,63749.0,4149.0,,5.0,2242.0,6503.0,523.0,1837.0,324.0,4059.0,37722.0,607.0,131199.951864063
Greece,2009,55.0,856.0,60053.0,61365.0,5645.0,,50.0,2543.0,6384.0,263.0,2050.0,307.0,4070.0,38332.0,573.0,124697.195300591
Greece,2010,84.0,916.0,59059.0,57392.0,7485.0,,158.0,2714.0,5712.0,456.0,1941.0,291.0,3705.0,36359.0,654.0,118626.517522768
Greece,2011,619.0,970.0,56765.0,59436.0,4275.0,,610.0,3315.0,5834.0,346.0,2256.0,340.0,3337.0,50376.0,549.0,115576.783290434
Greece,2012,637.0,909.0,55170.0,60959.0,4591.0,,1694.0,3850.0,4306.0,349.0,1889.0,387.0,2943.0,45190.0,638.0,112086.436424032
Greece,2013,711.0,812.0,54393.0,57152.0,6384.0,,3648.0,4139.0,3437.0,300.0,1738.0,431.0,2670.0,42219.0,697.0,104564.031249294
Hungary,1991,,3600.0,34816.0,29963.0,194.0,13726.0,,,2357.0,5.0,68926.0,301.0,1567.0,266522.0,,87301.0680049181
Hungary,1992,,3600.0,32586.0,31685.0,158.0,13964.0,,,2316.0,2.0,61263.0,283.0,1463.0,229102.0,,77312.1715997952
Hungary,1993,,3600.0,32828.0,32915.0,166.0,13796.0,,,1960.0,0.0,57601.0,283.0,1488.0,261005.0,,78134.8873778491
Hungary,1994,,3600.0,32993.0,33515.0,161.0,14049.0,,,1941.0,0.0,53268.0,264.0,1445.0,261503.0,,77026.1174095609
Hungary,1995,,3306.0,33669.0,34018.0,163.0,14026.0,,,1573.0,0.0,54234.0,294.0,1427.0,283900.0,,75705.7802126216
Hungary,1996,,3250.0,34515.0,35090.0,207.0,14180.0,,,1459.0,0.0,55853.0,335.0,1345.0,318445.0,,78015.9644529897
