country_or_area,year,Biogases - Final energy consumption,Direct use of geothermal heat - Final energy consumption,Electricity - Gross demand,Electricity - Gross production,Electricity - total hydro production,Electricity - total nuclear production,Electricity - total solar production,Electricity - total wind production,Gas Oil/ Diesel Oil - Final energy consumption,Hard coal - final energy consumption,Heat - Final energy consumption,Liquified Petroleum Gas (LPG) - Final energy consumption,Motor Gasoline - Final energy consumption,Natural Gas (including LNG) - final energy consumption,Petroleum Coke - Final energy consumption,value
Slovakia,1993,,,22654.0,24442.0,3865.0,11486.0,,,767.0,1028.0,26895.0,37.0,414.0,161445.0,,55689.2829100671
Slovakia,1994,,,22801.0,25712.0,4609.0,12595.0,,,778.0,984.0,24954.0,38.0,482.0,150765.0,,53053.299044382
Slovakia,1995,,,24363.0,26774.0,5226.0,11437.0,,,881.0,1013.0,30243.0,34.0,504.0,164626.0,,54405.5771330106
Slovakia,1996,,,25965.0,25760.0,4533.0,11249.0,,,834.0,739.0,35250.0,33.0,459.0,178786.0,,54706.0658504021
Slovakia,1997,,,25865.0,25347.0,4358.0,11073.0,,,850.0,862.0,30940.0,35.0,629.0,176706.0,,54396.9380264408
Slovakia,1998,,,23985.0,26032.0,4567.0,11394.0,,,863.0,992.0,33056.0,32.0,612.0,184960.0,,52993.843018462
Slovakia,1999,,,25632.0,28407.0,4776.0,13117.0,,,853.0,493.0,26666.0,32.0,638.0,189601.0,,51700.4255895351
Slovakia,2000,,,24648.0,31158.0,4975.0,16494.0,,,830.0,768.0,25916.0,30.0,592.0,193863.0,,49712.4776565827
Slovakia,2001,208.0,42.0,25671.0,32046.0,5117.0,17103.0,,,871.0,823.0,44261.0,34.0,611.0,185779.0,47.0,52127.6656030658
Slovakia,2002,109.0,69.0,25543.0,32427.0,5483.0,17953.0,,,1028.0,638.0,42735.0,90.0,722.0,176044.0,46.0,50144.7586875242
Slovakia,2003,75.0,53.0,26196.0,31178.0,3672.0,17864.0,,2.0,895.0,740.0,42945.0,54.0,668.0,166670.0,34.0,50586.5760160679
Slovakia,2004,206.0,51.0,26121.0,30567.0,4207.0,17026.0,,6.0,962.0,722.0,42032.0,50.0,614.0,153599.0,54.0,51315.162528611
Slovakia,2005,39.0,57.0,25868.0,31455.0,4741.0,17727.0,,6.0,1097.0,716.0,39826.0,57.0,643.0,182706.0,49.0,51287.3749784774
Slovakia,2006,201.0,67.0,26329.0,31418.0,4566.0,18012.0,,6.0,1172.0,754.0,34719.0,48.0,606.0,171136.0,39.0,51206.9149886339
Slovakia,2007,95.0,68.0,27257.0,28056.0,4615.0,15334.0,,8.0,1327.0,867.0,31084.0,27.0,634.0,162684.0,13.0,49405.0730814613
Slovakia,2008,128.0,70.0,26881.0,28962.0,4241.0,16703.0,,7.0,1443.0,936.0,29888.0,52.0,673.0,168066.0,16.0,50088.7365180064
Slovakia,2009,401.0,68.0,25084.0,26155.0,4604.0,14081.0,,6.0,1274.0,1157.0,32182.0,57.0,630.0,138460.0,26.0,45557.6290204964
Slovakia,2010,225.0,70.0,25933.0,27858.0,5649.0,14574.0,17.0,6.0,1571.0,944.0,35649.0,38.0,622.0,162437.0,23.0,46482.8737554074
Slovakia,2011,797.0,60.0,26308.0,28656.0,4146.0,15411.0,397.0,5.0,1545.0,852.0,32133.0,41.0,586.0,136449.0,38.0,45604.0184269931
Slovakia,2012,817.0,55.0,26154.0,28664.0,4439.0,15495.0,424.0,6.0,1525.0,615.0,31943.0,57.0,569.0,131256.0,47.0,43175.5884668369
Slovakia,2013,228.0,69.0,26799.0,28832.0,5166.0,15720.0,588.0,6.0,1518.0,753.0,31093.0,56.0,574.0,139388.0,44.0,42792.4788996332
Slovenia,1992,,,9271.0,12344.0,3423.0,3971.0,,,673.0,13.0,7917.0,42.0,580.0,26037.0,,17410.0681306423
Slovenia,1993,,,9304.0,11946.0,3035.0,3956.0,,,845.0,17.0,8070.0,38.0,689.0,25777.0,,17605.5382076413
Slovenia,1994,,,9890.0,12895.0,3399.0,4609.0,,,908.0,22.0,7922.0,37.0,765.0,25758.0,,18004.4453928209
Slovenia,1995,,,10175.0,12913.0,3252.0,4779.0,,,1053.0,20.0,8706.0,34.0,821.0,26771.0,,18761.01803777
Slovenia,1996,,,10361.0,13057.0,3673.0,4647.0,,,1276.0,26.0,9473.0,39.0,923.0,27846.0,,19440.2444733498
Slovenia,1997,,,10661.0,13176.0,3092.0,5019.0,,,1296.0,19.0,8863.0,74.0,913.0,28377.0,,19794.466740047
Slovenia,1998,,,10972.0,13728.0,3449.0,5042.0,,,1256.0,14.0,8923.0,75.0,798.0,29128.0,,19520.3865901311
Slovenia,1999,23.0,,11119.0,13262.0,3741.0,4696.0,,,1256.0,10.0,8661.0,84.0,774.0,29685.0,25.0,18892.7989721634
Slovenia,2000,28.0,,11474.0,13624.0,3834.0,4761.0,,,1146.0,11.0,8181.0,92.0,807.0,26464.0,0.0,19126.2291661025
Slovenia,2001,51.0,,11819.0,14466.0,3796.0,5257.0,,,1244.0,16.0,8258.0,88.0,800.0,27904.0,0.0,20010.7197823299
Slovenia,2002,52.0,,12559.0,14598.0,3312.0,5528.0,,,1261.0,35.0,7735.0,84.0,767.0,27449.0,0.0,20159.895746672
Slovenia,2003,47.0,,13059.0,13820.0,2957.0,5207.0,,,1308.0,41.0,7921.0,88.0,749.0,29438.0,27.0,19878.2471571766
Slovenia,2004,65.0,,13552.0,15271.0,4094.0,5459.0,,,1425.0,32.0,8165.0,82.0,666.0,30978.0,41.0,20198.4456736378
Slovenia,2005,61.0,,13824.0,15117.0,3461.0,5884.0,,,1469.0,39.0,8194.0,89.0,655.0,30926.0,47.0,20522.7384015046
Slovenia,2006,58.0,,14161.0,15115.0,3591.0,5548.0,,,1546.0,37.0,7953.0,83.0,640.0,30574.0,64.0,20694.9724736023
Slovenia,2007,72.0,0.0,14273.0,15043.0,3266.0,5695.0,0.0,,1579.0,59.0,7123.0,83.0,620.0,30017.0,51.0,20831.8365544054
Slovenia,2008,80.0,0.0,13758.0,16399.0,4018.0,6273.0,1.0,0.0,1952.0,62.0,7721.0,84.0,651.0,29780.0,51.0,21523.5484179448
Slovenia,2009,87.0,283.0,12316.0,16403.0,4715.0,5739.0,4.0,0.0,1646.0,23.0,7513.0,79.0,594.0,26666.0,44.0,19595.3672464151
Slovenia,2010,107.0,1078.0,13045.0,16440.0,4703.0,5657.0,13.0,0.0,1728.0,16.0,8030.0,84.0,582.0,28859.0,31.0,19618.7649294739
Slovenia,2011,102.0,1169.0,13436.0,16059.0,3706.0,6215.0,65.0,0.0,1735.0,15.0,7976.0,79.0,566.0,26893.0,27.0,19626.4639887411
Slovenia,2012,100.0,1133.0,13415.0,15736.0,4087.0,5528.0,163.0,0.0,1734.0,13.0,7644.0,83.0,514.0,25460.0,24.0,19035.4208792702
Slovenia,2013,97.0,1250.0,13435.0,16103.0,4923.0,5300.0,215.0,4.0,1641.0,4.0,7661.0,76.0,470.0,25150.0,43.0,18313.7815337237
Sweden,1991,,,141137.0,147396.0,63662.0,76761.0,,13.0,4808.0,676.0,83194.0,382.0,4251.0,14497.0,4.0,72041.2548529878
Sweden,1992,,,131569.0,146465.0,74861.0,63544.0,,31.0,5040.0,591.0,135011.0,394.0,4350.0,13935.0,4.0,71527.0503616345
Sweden,1993,,,133194.0,145812.0,75216.0,61395.0,1.0,48.0,4925.0,626.0,144551.0,343.0,4119.0,16175.0,4.0,71807.1907332996
Sweden,1994,,,133622.0,143053.0,59453.0,73156.0,1.0,72.0,5223.0,518.0,145343.0,385.0,4158.0,16273.0,4.0,74231.4889121949
Sweden,1995,,,136809.0,148351.0,68160.0,69935.0,1.0,99.0,5198.0,581.0,148212.0,389.0,4251.0,17159.0,1.0,74029.3603217318
Sweden,1996,,,138695.0,140662.0,51775.0,74274.0,1.0,144.0,5450.0,547.0,163487.0,400.0,4205.0,18902.0,,77574.1002048805
Sweden,1997,,,137802.0,149249.0,69099.0,69928.0,1.0,203.0,5301.0,574.0,146603.0,397.0,4126.0,18407.0,,72772.2987213703
Sweden,1998,,,139566.0,158831.0,75040.0,73583.0,1.0,317.0,5395.0,464.0,153548.0,408.0,4017.0,19856.0,,73085.864192708
Sweden,1999,,,139250.0,154860.0,71713.0,73188.0,1.0,358.0,5376.0,371.0,157717.0,381.0,4035.0,20979.0,,70181.7030568556
Sweden,2000,,,141951.0,145266.0,78619.0,57316.0,1.0,457.0,5162.0,496.0,148636.0,351.0,3977.0,20623.0,,68868.7688476056
Sweden,2001,,,146410.0,161617.0,79082.0,72109.0,2.0,482.0,5004.0,430.0,166928.0,357.0,3961.0,22902.0,,69192.115810022
Sweden,2002,,,145097.0,146735.0,66395.0,68111.0,2.0,608.0,4928.0,532.0,167986.0,400.0,4088.0,21359.0,,70160.7817014108
Sweden,2003,,,142733.0,135437.0,53598.0,67415.0,2.0,679.0,5164.0,518.0,170110.0,399.0,4105.0,23117.0,,70601.3604284107
Sweden,2004,,,144003.0,151728.0,60178.0,77486.0,2.0,850.0,4859.0,598.0,171280.0,407.0,4112.0,24150.0,,69582.4418008926
Sweden,2005,,,144934.0,158436.0,72874.0,72377.0,2.0,936.0,4733.0,568.0,174755.0,395.0,4061.0,23692.0,,66968.3027050278
Sweden,2006,,,144307.0,143419.0,61856.0,66977.0,2.0,987.0,4442.0,560.0,175003.0,359.0,3966.0,24323.0,,66923.4245261691
Sweden,2007,0.0,,144393.0,148926.0,66262.0,66969.0,3.0,1430.0,4506.0,581.0,171377.0,355.0,3938.0,25194.0,,65372.6535713726
Sweden,2008,3224.0,,142519.0,150036.0,69211.0,63889.0,4.0,1996.0,4422.0,558.0,170090.0,327.0,3696.0,22190.0,,63121.1224890111
Sweden,2009,3642.0,,136229.0,136729.0,65977.0,52173.0,7.0,2485.0,4428.0,399.0,178359.0,249.0,3632.0,21005.0,,59052.7638105561
Sweden,2010,3642.0,,145597.0,148563.0,66501.0,57828.0,9.0,3502.0,4850.0,532.0,215262.0,292.0,3412.0,25923.0,,64997.0873748557
Sweden,2011,3677.0,,138196.0,150376.0,66556.0,60475.0,11.0,6078.0,4850.0,623.0,173110.0,327.0,3166.0,26363.0,,60987.1477086748
Sweden,2012,4252.0,,141284.0,166562.0,79058.0,64037.0,19.0,7165.0,4741.0,560.0,188366.0,298.0,2910.0,27652.0,,57578.3590921027
Sweden,2013,4643.0,,137885.0,153166.0,61496.0,66457.0,35.0,9842.0,4729.0,560.0,186566.0,294.0,2763.0,23091.0,,55939.5232899326
Switzerland,1991,1131.0,3326.0,51751.0,58222.0,33413.0,22953.0,2.0,,6486.0,389.0,15984.0,99.0,3857.0,77106.0,35.0,55639.7237950684
Switzerland,1992,1179.0,3272.0,52164.0,59673.0,34062.0,23448.0,3.0,,6406.0,256.0,15261.0,87.0,3998.0,81398.0,18.0,55328.4188013381
Switzerland,1993,1225.0,3387.0,51540.0,61699.0,36612.0,23351.0,4.0,,6147.0,210.0,15045.0,100.0,3705.0,86066.0,20.0,52653.1435325936
Switzerland,1994,1249.0,3295.0,51316.0,66306.0,39952.0,24363.0,5.0,,5881.0,217.0,15083.0,98.0,3703.0,83974.0,26.0,51621.0235260782
Switzerland,1995,1268.0,3670.0,52363.0,63032.0,35954.0,24895.0,5.0,,6148.0,239.0,14350.0,91.0,3590.0,88916.0,28.0,52478.7556320352
Switzerland,1996,1316.0,4073.0,52960.0,57500.0,29995.0,25142.0,6.0,1.0,6275.0,177.0,14779.0,103.0,3682.0,95277.0,17.0,53186.2855469605
Switzerland,1997,1320.0,3884.0,52906.0,63092.0,35142.0,25409.0,8.0,2.0,5957.0,130.0,16498.0,121.0,3824.0,91184.0,15.0,51912.0054489952
Switzerland,1998,1359.0,4187.0,53943.0,63470.0,34637.0,25830.0,8.0,3.0,6207.0,106.0,16957.0,126.0,3851.0,94740.0,14.0,53492.7538506534
Switzerland,1999,1401.0,4334.0,56038.0,69690.0,41022.0,25830.0,9.0,3.0,6226.0,109.0,17105.0,116.0,3979.0,98353.0,11.0,53236.2713352315
Switzerland,2000,1405.0,4312.0,56452.0,67520.0,38230.0,26446.0,11.0,3.0,5910.0,173.0,16779.0,113.0,3983.0,98741.0,,52503.4061884284
Switzerland,2001,1445.0,4672.0,57928.0,72422.0,42673.0,26811.0,12.0,4.0,6326.0,195.0,16977.0,111.0,3873.0,103466.0,,54082.8662797344
Switzerland,2002,1439.0,4790.0,58177.0,67174.0,36924.0,27234.0,14.0,5.0,5987.0,168.0,17524.0,116.0,3795.0,100948.0,,52481.142702361
Switzerland,2003,1423.0,5245.0,59300.0,67445.0,36865.0,27487.0,17.0,5.0,6326.0,181.0,19090.0,100.0,3776.0,105644.0,,53687.2737163904
Switzerland,2004,1439.0,5507.0,60407.0,65584.0,35468.0,26958.0,17.0,6.0,6334.0,177.0,19955.0,121.0,3708.0,108762.0,,54308.7416200949
Switzerland,2005,1424.0,6093.0,61552.0,59647.0,33086.0,23341.0,19.0,8.0,6525.0,178.0,19816.0,98.0,3596.0,113650.0,,54987.570906894
Switzerland,2006,1466.0,6326.0,61964.0,64059.0,32883.0,27819.0,23.0,15.0,6438.0,141.0,18986.0,108.0,3485.0,111647.0,,54609.7557634477
Switzerland,2007,1496.0,6840.0,61642.0,67924.0,36737.0,27925.0,27.0,16.0,5988.0,182.0,17800.0,95.0,3453.0,109532.0,,52679.9643373268
Switzerland,2008,1512.0,8149.0,62995.0,68932.0,37935.0,27700.0,34.0,19.0,6371.0,162.0,18675.0,110.0,3377.0,117554.0,,54210.033000036
Switzerland,2009,1504.0,8956.0,61664.0,68453.0,37507.0,27686.0,50.0,23.0,6274.0,155.0,18122.0,105.0,3284.0,112661.0,,52900.817831085
Switzerland,2010,1619.0,10848.0,64142.0,67815.0,37825.0,26339.0,83.0,37.0,6568.0,166.0,20662.0,105.0,3166.0,124508.0,,54498.086337724
Switzerland,2011,1679.0,10418.0,63071.0,64629.0,34133.0,26710.0,149.0,70.0,5728.0,144.0,18321.0,91.0,3045.0,111652.0,,50420.4743715341
Switzerland,2012,1764.0,12184.0,63586.0,69893.0,40305.0,25441.0,320.0,88.0,6111.0,138.0,18867.0,82.0,2937.0,123830.0,,51759.6721418105
Switzerland,2013,1812.0,13630.0,64073.0,70312.0,39968.0,25990.0,544.0,90.0,6413.0,137.0,19229.0,91.0,2803.0,131682.0,,52641.2178097103
Turkey,1991,,15291.0,56844.0,60246.0,22683.0,,,,6977.0,3351.0,,1710.0,3102.0,32944.0,,214128.322164344
Turkey,1992,,16261.0,62980.0,67342.0,26568.0,,,,6869.0,3244.0,,1859.0,3406.0,51598.0,,220797.144315653
Turkey,1993,,16750.0,69489.0,73808.0,33951.0,,,,8312.0,3088.0,,2101.0,3955.0,66868.0,,230628.999213425
Turkey,1994,,17378.0,73243.0,78321.0,30586.0,,,,7837.0,2544.0,,2062.0,3974.0,72248.0,,224719.235237721
Turkey,1995,,18288.0,81163.0,86247.0,35541.0,,,,8590.0,3121.0,,2362.0,4330.0,102122.0,,239039.791797548
Turkey,1996,,19705.0,90011.0,94862.0,40475.0,,,,8916.0,5281.0,,2518.0,4570.0,129429.0,,256657.080416341
Turkey,1997,,22230.0,100467.0,103296.0,39816.0,,,,7605.0,6342.0,,2860.0,4580.0,160244.0,,269942.502958794
Turkey,1998,,24386.0,108499.0,111022.0,42229.0,,,5.0,6600.0,6813.0,,3191.0,4543.0,169806.0,,271755.93253179
Turkey,1999,,25887.0,112747.0,116440.0,34677.0,,,21.0,7832.0,5547.0,,3357.0,4257.0,182577.0,,271357.95510034
Turkey,2000,,25887.0,122052.0,124922.0,30879.0,,,33.0,8323.0,9393.0,16183.0,4491.0,3619.0,224182.0,,296810.835017591
Turkey,2001,,28767.0,120397.0,122725.0,24010.0,,,62.0,8386.0,5446.0,12592.0,3799.0,2987.0,240891.0,,278784.945605068
Turkey,2002,,30557.0,126880.0,129400.0,33683.0,,,48.0,9223.0,8379.0,17374.0,3571.0,3115.0,259633.0,,287094.567920903
Turkey,2003,,32818.0,135818.0,140581.0,35330.0,,,61.0,9436.0,9889.0,15367.0,3535.0,2675.0,338237.0,,303694.424923634
Turkey,2004,,33949.0,144385.0,150698.0,46084.0,,,58.0,9899.0,10105.0,18831.0,3911.0,2373.0,373270.0,,316893.705222216
Turkey,2005,,38763.0,154307.0,161956.0,39561.0,,,59.0,9811.0,10032.0,35597.0,4153.0,2644.0,444877.0,,345231.79488074
Turkey,2006,,37590.0,167880.0,176299.0,44244.0,,,127.0,11375.0,12577.0,40149.0,3490.0,2702.0,577919.0,,371320.553164485
Turkey,2007,,38260.0,181782.0,191558.0,35851.0,,,355.0,13370.0,14729.0,43274.0,3420.0,2435.0,644514.0,,403392.48602378
Turkey,2008,,42329.0,189430.0,198418.0,33270.0,,,847.0,14369.0,10605.0,42685.0,3381.0,2328.0,603565.0,,393100.907685785
Turkey,2009,,52308.0,185885.0,194812.0,35958.0,,,1495.0,13460.0,10211.0,44383.0,3634.0,2429.0,515134.0,,382513.418915312
Turkey,2010,,58257.0,202272.0,211208.0,51796.0,,,2916.0,14233.0,12556.0,51330.0,3676.0,2028.0,602038.0,,395282.5101948
Turkey,2011,,61252.0,218469.0,229393.0,52338.0,,,4723.0,14938.0,10513.0,50917.0,3685.0,1930.0,810311.0,,415868.814166092
Turkey,2012,,61254.0,230580.0,239496.0,57865.0,,,5860.0,15771.0,13750.0,51317.0,3627.0,1794.0,830694.0,,447452.331322876
Turkey,2013,,61252.0,235179.0,240154.0,59420.0,,,7557.0,16820.0,10015.0,51633.0,3734.0,1909.0,871290.0,,438819.583998087
Ukraine,1992,,,232017.0,252524.0,8090.0,73750.0,,,7193.0,33879.0,,2927.0,5797.0,2000000.0,76.0,795446.960614269
Ukraine,1993,,,212550.0,229907.0,11237.0,75243.0,,,7244.0,33879.0,596217.0,1275.0,4142.0,2000000.0,14.0,705376.575954999
Ukraine,1994,,,187547.0,202922.0,12327.0,68848.0,,,6208.0,22955.0,551846.0,1439.0,3836.0,2000000.0,,600339.977227621
Ukraine,1995,,,176969.0,194318.0,10150.0,70823.0,,,6675.0,18274.0,459670.0,2281.0,3984.0,2000000.0,,557047.936317596
Ukraine,1996,,,165933.0,181986.0,8833.0,79577.0,,,4940.0,13541.0,433515.0,322.0,3585.0,1950000.0,51.0,511686.629324465
Ukraine,1997,,,164682.0,178002.0,10032.0,79433.0,,,4724.0,2660.0,437074.0,357.0,5508.0,1917000.0,45.0,496219.978436793
Ukraine,1998,,,159816.0,172822.0,15918.0,75239.0,,3.0,4836.0,2941.0,411654.0,361.0,5069.0,1880000.0,60.0,464400.030828998
Ukraine,1999,,,156148.0,172120.0,11752.0,72065.0,,3.0,3811.0,2702.0,399094.0,279.0,4071.0,2024952.0,30.0,437037.553867475
Ukraine,2000,,,155309.0,171445.0,11450.0,77341.0,,6.0,3763.0,2532.0,363010.0,186.0,3825.0,1935100.0,28.0,413923.442159161
Ukraine,2001,,,156225.0,172972.0,12191.0,76169.0,,16.0,4346.0,5118.0,566727.0,398.0,4424.0,1322953.0,27.0,433832.545959988
Ukraine,2002,,,156876.0,173734.0,9789.0,77990.0,,22.0,5298.0,3967.0,578062.0,190.0,3273.0,1002930.0,0.0,417502.686515017
Ukraine,2003,,,161409.0,180360.0,9390.0,81406.0,,31.0,5502.0,4348.0,536222.0,189.0,3373.0,1099404.0,0.0,417556.108545758
Ukraine,2004,,,162599.0,182165.0,11888.0,87022.0,,33.0,5809.0,4522.0,522344.0,204.0,3504.0,1123577.0,,427912.423607696
Ukraine,2005,,,162893.0,186055.0,12505.0,88756.0,,38.0,4850.0,4829.0,526069.0,190.0,3537.0,1163936.0,,435660.661700088
Ukraine,2006,,,167698.0,193381.0,13034.0,90225.0,,35.0,5124.0,5313.0,470882.0,239.0,4411.0,1222437.0,,452089.762758341
Ukraine,2007,,,171833.0,196251.0,10259.0,92542.0,,45.0,5303.0,4742.0,425480.0,284.0,4795.0,1163560.0,,455267.444575027
Ukraine,2008,,,170678.0,192586.0,11512.0,89841.0,,45.0,5323.0,3849.0,515324.0,315.0,5060.0,1358392.0,,442172.375153511
Ukraine,2009,,,154902.0,173645.0,11936.0,82924.0,,43.0,4987.0,2971.0,467442.0,383.0,4706.0,1050846.0,,384651.787849048
Ukraine,2010,,,169773.0,188857.0,13158.0,89152.0,1.0,51.0,5450.0,3601.0,522675.0,449.0,4367.0,1130008.0,,401929.093345106
Ukraine,2011,,,173343.0,194947.0,10946.0,90248.0,30.0,89.0,5875.0,5245.0,500453.0,503.0,4398.0,1142102.0,,421635.992874612
Ukraine,2012,,,171930.0,198878.0,10994.0,90137.0,333.0,288.0,6105.0,6247.0,496868.0,501.0,4240.0,1009660.0,,409531.352681124
Ukraine,2013,,,168219.0,194377.0,14472.0,83209.0,570.0,639.0,6030.0,6286.0,490054.0,855.0,3957.0,974564.0,,401066.965549848
United States,1991,,14655.0,3082657.0,3275840.0,309155.0,649399.0,782.0,3051.0,134176.0,60253.0,254725.0,19916.0,307662.0,13372330.0,,6330937.8855059
United States,1992,,14948.0,3103012.0,3291109.0,274883.0,655970.0,749.0,2917.0,139056.0,35474.0,298848.0,20296.0,315999.0,13536783.0,,6448677.15402554
United States,1993,,15534.0,3215846.0,3411280.0,303060.0,646987.0,901.0,3053.0,142714.0,32863.0,302803.0,20233.0,322576.0,14174174.0,,6566415.85639104
United States,1994,,16414.0,3288120.0,3473435.0,284373.0,678920.0,828.0,3483.0,148108.0,32225.0,298219.0,20972.0,328700.0,14233736.0,,6650296.59510407
United States,1995,,17000.0,3384560.0,3582114.0,337856.0,713806.0,828.0,3196.0,150998.0,29650.0,312103.0,9777.0,336703.0,14527320.0,,6748528.92555948
United States,1996,,17293.0,3473465.0,3677022.0,376702.0,715212.0,906.0,3410.0,157576.0,30370.0,317158.0,10551.0,341071.0,15185498.0,,6949838.00415347
United States,1997,,17879.0,3487911.0,3697728.0,358685.0,666363.0,897.0,3254.0,160323.0,32922.0,318651.0,11082.0,346401.0,15506161.0,,6999999.10041935
United States,1998,,18465.0,3602338.0,3830489.0,322080.0,714124.0,890.0,3018.0,159383.0,30556.0,304507.0,10537.0,356758.0,14653941.0,,7066788.16280946
United States,1999,65817.0,20363.0,3679960.0,3897518.0,301793.0,771811.0,689.0,4802.0,163920.0,34519.0,288447.0,12620.0,364363.0,14647930.0,,7090442.61148359
United States,2000,60644.0,21735.0,3818903.0,4052667.0,279986.0,797718.0,709.0,5650.0,172993.0,34227.0,221152.0,12857.0,367082.0,15935875.0,,7258973.11700554
United States,2001,63277.0,23844.0,3723850.0,3865307.0,214728.0,792604.0,785.0,6806.0,178373.0,35464.0,207733.0,12001.0,372126.0,14866484.0,,7140899.14134197
United States,2002,79263.0,25111.0,3881519.0,4051120.0,291755.0,804519.0,830.0,10459.0,177198.0,34009.0,202733.0,12228.0,382285.0,14783550.0,,7185328.13819684
United States,2003,74431.0,31441.0,3889900.0,4081764.0,305724.0,787818.0,848.0,11300.0,184109.0,33891.0,200413.0,12221.0,385644.0,14751463.0,,7224974.03260127
United States,2004,76793.0,31441.0,3982236.0,4174856.0,297894.0,813339.0,965.0,14291.0,190313.0,33701.0,129013.0,11247.0,394000.0,14458348.0,,7369970.03456985
United States,2005,81142.0,35661.0,4080649.0,4294368.0,297926.0,810726.0,1120.0,17881.0,194296.0,33454.0,136483.0,10825.0,395206.0,13866890.0,,7378775.49753729
United States,2006,83472.0,38721.0,4083837.0,4300831.0,317689.0,816195.0,1287.0,26676.0,196188.0,34197.0,296032.0,9305.0,398909.0,13397245.0,,7316144.45592763
United States,2007,95784.0,43363.0,4188972.0,4349840.0,275545.0,836634.0,1673.0,34603.0,198808.0,33492.0,301463.0,9650.0,399561.0,14158412.0,,7422207.96295139
United States,2008,94252.0,10234.0,4153344.0,4368260.0,281995.0,837804.0,2091.0,55696.0,189110.0,33576.0,291612.0,9483.0,388469.0,14432359.0,,7216415.07090248
United States,2009,105716.0,9179.0,3985365.0,4188214.0,298410.0,830210.0,2514.0,74226.0,172523.0,26244.0,284430.0,8960.0,385333.0,13681693.0,,6776229.77387706
United States,2010,1799.0,9285.0,4153664.0,4378422.0,286333.0,838931.0,3934.0,95148.0,180625.0,28026.0,277884.0,9361.0,396938.0,14413881.0,,6985457.05342726
United States,2011,1728.0,9285.0,4142125.0,4349571.0,344679.0,821405.0,6153.0,120854.0,181704.0,24606.0,278072.0,9537.0,388033.0,14449889.0,,6865397.90299948
United States,2012,1945.0,17687.0,4099686.0,4290660.0,298287.0,801129.0,10145.0,141922.0,181180.0,21813.0,273652.0,17050.0,382800.0,13874404.0,3856.0,6643010.57787319
United States,2013,13376.0,18268.0,4128465.0,4306371.0,290113.0,822004.0,15872.0,169713.0,180505.0,22538.0,245688.0,23308.0,383296.0,15156179.0,2649.0,6799979.30280136
